sequence_no	protein_a	a_id	a_taxid	protein_b	b_id	b_taxid	negative_relation	assay_normalized	assay_reported_original	evidence_text_en	previous_sentence_en	next_sentence_en	pmid	pmcid	article_title	best_evidence_id	pair2_key	claim_id	candidate_id	rule_tier_v2	canonical_pair_label_v2	experimental_object_scope_v2	rule_reasons_v2	rule_tags_v2	model_is_experimental	model_is_direct_binding_assay	positive_conflict_scope	mentions_construct	mentions_isoform	mentions_positive_control	mentions_purified_components	rule_scope_signal_v2	rule_context_signal_v2	selection_score
429	Neurocan	1463	10116	fibronectin	2335	9606	no_binding	in_vitro_binding_unspecified	binding assay	Neurocan bound at high levels to Ng-CAM and N-CAM, but little or no binding was detected to myelin-associated glycoprotein, EGF receptor, fibronectin, laminin, and collagen IV.	To investigate these interactions more directly, we have tested binding of soluble 125I- neurocan to microwells coated with different glycoproteins.	The binding to Ng-CAM and N-CAM was saturable and in each case Scatchard plots indicated a high affinity binding site with a dissociation constant of approximately 1 nM.	7513709	PMC2119998	The neuronal chondroitin sulfate proteoglycan neurocan binds to the neural cell adhesion molecules Ng-CAM/L1/NILE and N-CAM, and inhibits neuronal adhesion and neurite outgrowth	CLAIM:000204284:0-1	PAIR2:GENE:1463|GENE:2335	CLAIM:000204284	b7977bb920338324799c20b5139f20708de265d4	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0
430	RIG-I	23586	9606	SDC1	6382	9606	no_binding	Y2H	yeast two-hybrid	1a,b, in contrast to SDC4, SDC1, SDC2 and SDC3 failed to interact with RIG-I, indicating the specific interaction between SDC4 and RIG-I.	As shown in Supplementary Fig.	Next, we determined whether the endogenous RIG-I protein could form a complex with SDC4.	27279133	PMC4906230	Syndecan-4 negatively regulates antiviral signalling by mediating RIG-I deubiquitination via CYLD	CLAIM:000016290:0-1	PAIR2:GENE:23586|GENE:6382	CLAIM:000016290	186cb5467da9c4cd9e5fbbf9c75b7459f1ddc5de	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0
431	CUL-6	178214	6239	SKR-13	178493	6239	no_binding	Y2H	two-hybrid assays	In two-hybrid assays, SKR-13 does not bind to any known C. elegans cullins (CUL-1 through CUL-6).	The function of SKR-13 is not necessarily confined to, or even partially involved with C. elegans ubiquitin-ligase complexes.	The most closely related paralogs of skr-13 in the C. elegans genome are skr-12 and skr-14.	24739375	PMC4012938	Dynamic regulation of genetic pathways and targets during aging in Caenorhabditis elegans	CLAIM:000158387:0-1	PAIR2:GENE:178214|GENE:178493	CLAIM:000158387	1983e31d6605f7306e7a8808c1d463f5c9839d34	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0
432	Myo1c	17913	10090	Cdh23	22295	10090	no_binding	in_vitro_binding_unspecified	in situ binding assay	In addition, Myo1c does not bind to stereocilia from mice whose hair cells lack Cdh23 protein despite the presence of PIP2 in the stereociliary membranes.	Binding of Myo1c to stereociliary tips of cochlear and vestibular hair cells is disrupted by treatments that break tip links.	Collectively, our data suggest that Myo1c and Cdh23 interact at the tips of hair-cell stereocilia and that this interaction is modulated by CaM.	17050716	PMC6674754	Stereociliary myosin-1c receptors are sensitive to calcium chelation and absent from cadherin 23 mutant mice.	CLAIM:000068198:0-1	PAIR2:GENE:17913|GENE:22295	CLAIM:000068198	e7d4527be9a882000f938f4b6c61104e6d713000	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0
433	CUL-1	176466	6239	SKR-13	178493	6239	no_binding	Y2H	two-hybrid assays	In two-hybrid assays, SKR-13 does not bind to any known C. elegans cullins (CUL-1 through CUL-6).	The function of SKR-13 is not necessarily confined to, or even partially involved with C. elegans ubiquitin-ligase complexes.	The most closely related paralogs of skr-13 in the C. elegans genome are skr-12 and skr-14.	24739375	PMC4012938	Dynamic regulation of genetic pathways and targets during aging in Caenorhabditis elegans	CLAIM:000158386:0-1	PAIR2:GENE:176466|GENE:178493	CLAIM:000158386	b983fd93fda36073e6c0b67bb59a892e131d6831	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0
434	CCR1	1230	9606	CCL3	6348	9606	no_binding	in_vitro_binding_unspecified	binding assay	In contrast, no binding of CCL3 or competition with CCL14 was observed when CCR1-expressing membranes were replaced with untransfected HEK293 membranes.	Figure 4 shows a representative SPA assay for CCR1, and demonstrates that unlabeled CCL14 competes with 125I-CCL3 or a combination of CCL3-biotin/125I-streptavidin for binding to HEK293 membranes containing CCR1 with a similar affinity (IC50= 2.6nM versus 0.9nM for displacement of 125I-CCL3 or CCL3-biotin/125I- streptavidin respectively).	In addition, the 125I-Streptavidin signal was CCL3-biotin dependent and while the highest signal was observed with a 4:1 ratio of chemokine to streptavidin, avidity effects due to the tetrameric state of streptavidin were not observed.	21632261	PMC3126891	A RAPID AND EFFICIENT WAY TO OBTAIN MODIFIED CHEMOKINES FOR FUNCTIONAL AND BIOPHYSICAL STUDIES	CLAIM:000334673:0-1	PAIR2:GENE:1230|GENE:6348	CLAIM:000334673	1d6be7b6c15adec7a78a660a887af50c30e8aa3e	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0
435	vimentin	22352	10090	TRADD	71609	10090	no_binding	Y2H	two-hybrid	In a two-hybrid system, TRADD specifically bound K18 and K14, type I (acidic) keratins, but did not bind type II keratins, including K5 and K8, or type III IFs, including vimentin, GFAP, and desmin (Fig.		1 B).	11684708	PMC2150850	Keratin attenuates tumor necrosis factor-induced cytotoxicity through association with TRADD	CLAIM:000225278:0-1	PAIR2:GENE:22352|GENE:71609	CLAIM:000225278	379e3edd059b30c8aa36022a342e7ef35067bc81	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0
436	HIF1alpha	3091	9606	TRIP230	9321	9606	no_binding	Y2H	yeast two-hybrid	Importantly, we found that TRIP230 did not interact with HIF1alpha in a yeast two-hybrid assay (T.	TRIP230 was later found to act as an essential co-activator for ARNT-dependent transcriptional activities, including hypoxia-inducible gene expression.	Beischlag, unpublished data).	24919196	PMC4053355	A TRIP230-Retinoblastoma Protein Complex Regulates Hypoxia-Inducible Factor-1alpha-Mediated Transcription and Cancer Cell Invasion	CLAIM:000254805:0-1	PAIR2:GENE:3091|GENE:9321	CLAIM:000254805	30a7520aa5587013d90c114668e6e83194e7a625	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0
437	CaV1.2	12288	10090	transferrin receptor	22042	10090	no_interaction	PLA	Proximity Ligation Assay	PLA was also performed on cells colabeled for CaV1.2 and transferrin receptor (TfR) or CaV1.2 and the Ca2+-activated Cl- channel anoctamin 1 (ANO1), which are cell surface proteins that have limited to no interaction with CaV1.2.	1, E and F).	Arterial myocytes were robustly stained for TfR and ANO1 when primary antibodies were included in the preparation (fig.	28119464	PMC5297430	Ser1928 phosphorylation by PKA stimulates the L-type Ca2+ channel CaV1.2 and vasoconstriction during acute hyperglycemia and diabetes	CLAIM:000008770:0-1	PAIR2:GENE:12288|GENE:22042	CLAIM:000008770	3ea3334d59a9d22bc6f5d314492f9a0558cd9492	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay	positive_control	1	1	none_detected	1	0	1	0	0	0	94.0
438	MAGE-A12	4111	10090	gankyrin	5716	10090	no_binding	Y2H	yeast two-hybrid	MAGE-A1, MAGE-A2, and MAGE-A12, did not bind to gankyrin.	The interaction was specific to MAGE-A4, because other MAGE family proteins structurally similar to MAGE-A4, i.e.	MAGE-A4 partially suppressed both anchorage-independent growth in vitro and tumor formation in athymic mice of gankyrin-overexpressing cells.	12525503		MAGE-A4 interacts with the liver oncoprotein gankyrin and suppresses its tumorigenic activity.	CLAIM:000241854:0-1	PAIR2:GENE:4111|GENE:5716	CLAIM:000241854	868ea9358dbeb20e3667d243317f32de8d6df52b	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0
439	MAGE-A1	4100	9606	gankyrin	5716	10090	no_binding	Y2H	yeast two-hybrid	MAGE-A1, MAGE-A2, and MAGE-A12, did not bind to gankyrin.	The interaction was specific to MAGE-A4, because other MAGE family proteins structurally similar to MAGE-A4, i.e.	MAGE-A4 partially suppressed both anchorage-independent growth in vitro and tumor formation in athymic mice of gankyrin-overexpressing cells.	12525503		MAGE-A4 interacts with the liver oncoprotein gankyrin and suppresses its tumorigenic activity.	CLAIM:000241852:0-1	PAIR2:GENE:4100|GENE:5716	CLAIM:000241852	56d1bcd0eb6e7017d4f5c6b5eff61f678ae059cd	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0
440	Robo1	19876	10090	Sema3F	20350	10090	no_binding	in_vitro_binding_unspecified	binding assay	In contrast, Sema3F did not bind to Robo1-transfected cells (Fig.	In agreement with previous results, Sema3F bound strongly Nrp2-transfected cells.	8A).	21508241	PMC3088089	Robo1 regulates semaphorin signaling to guide the migration of cortical interneurons through the ventral forebrain	CLAIM:000027607:0-1	PAIR2:GENE:19876|GENE:20350	CLAIM:000027607	31df44ccfceed523e2f8e0802f33c0e220c2bc2b	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0
441	Robo1	19876	10090	Sema3A	20346	10090	no_binding	in_vitro_binding_unspecified	AP binding assay	To assess the ability of Sema3A to bind to Robo1, we repeated the AP binding assay using Sema3A-AP, and observed strong binding to Nrp1-transfected, but no binding to Robo1 expressing cells (Fig.	8B).	8B).	21508241	PMC3088089	Robo1 regulates semaphorin signaling to guide the migration of cortical interneurons through the ventral forebrain	CLAIM:000027608:0-1	PAIR2:GENE:19876|GENE:20346	CLAIM:000027608	8634f854293a4690272a4e9bc7e7b0af7e792592	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0
442	histone	24829	10116	ASTP	79223	10116	no_binding	in_vitro_binding_unspecified	binding assay	ASTP did not bind to histone-agarose that had been pretreated with pyridoxal 5'-phosphate and then reduced with sodium borohydride.	Pyridoxal 5'-phosphate (10 mM) inhibited the binding of ASTP to histone-agarose, whereas 10 mM pyridoxal, pyridoxamine 5'-phosphate, pyridoxamine, and pyridoxine were not inhibitory.	In contrast, ASTP pretreated in the same way could bind to histone-agarose.	2912694		Properties of an adenosine triphosphate-stimulated factor that enhances the nuclear binding of activated glucocorticoid-receptor complex: binding to histone-agarose.	CLAIM:000175165:0-1	PAIR2:GENE:24829|GENE:79223	CLAIM:000175165	649ac21cc24533b2c8e679dbf8d47372e6b9ff54	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0
443	CD200	24560	10090	CD200R3	74603	10090	no_binding	in_vitro_binding_unspecified	binding assay	However, CD200-huIgFc did not bind to RBL2H3 cells expressing mock-GFP or other CD200Rs-GFP, suggesting that CD200 could not be a ligand for CD200R3 and CD200R4.	CD200-huIgFc bound to RBL2H3 cells expressing CD200R1 and CD200R2 to a lesser degree, indicating that CD200 is a ligand for CD200R1 and CD200R2 with high and low affinities.		28955985	PMC5614540	Selective depletion of basophils ameliorates immunoglobulin E-mediated anaphylaxis	CLAIM:000215692:0-1	PAIR2:GENE:24560|GENE:74603	CLAIM:000215692	ccbdd435c12905708801e1387ebf761d1a7cea0f	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0
444	FcepsilonRI	2205	9606	PD-L2	58205	10090	no_binding	in_vitro_binding_unspecified	binding assay	FcepsilonRI+ KIT+ BMMCs did not bind IgG2a or PD-L2-Fc (Figure 5A upper).	We next determined whether sTIM-4 bound BMMCs.	The BMMCs bound TIM-4-Fc, which was blocked by preincubation with anti-TIM-4 mAb (Figure 5A upper).	41199880	PMC12587861	TIM-4 Regulates Allergic Airway Inflammation and Mast Cell Activation by Binding to CD300b	CLAIM:000246958:0-1	PAIR2:GENE:2205|GENE:58205	CLAIM:000246958	7952285c3dfea8701d35118698540f6793a303cd	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0
445	FcepsilonRI	2205	9606	IgG2a	668478	10090	no_binding	in_vitro_binding_unspecified	binding assay	FcepsilonRI+ KIT+ BMMCs did not bind IgG2a or PD-L2-Fc (Figure 5A upper).	We next determined whether sTIM-4 bound BMMCs.	The BMMCs bound TIM-4-Fc, which was blocked by preincubation with anti-TIM-4 mAb (Figure 5A upper).	41199880	PMC12587861	TIM-4 Regulates Allergic Airway Inflammation and Mast Cell Activation by Binding to CD300b	CLAIM:000246957:0-1	PAIR2:GENE:2205|GENE:668478	CLAIM:000246957	0a092fa661fb6e9e3da7a7a06781de5f7e5b0836	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0
446	TFIZ1	200504	10090	TFF2	7032	10090	failed_detection	coIP	co-immunoprecipitation	TFF2 was detected readily in whole and immuno-depleted gastric cytosol but was not detected in the TFIZ1 immunoprecipitate (Fig.	In contrast, TFF2 and TFF3 were not.	3B).	18722547	PMC2632736	The trefoil factor interacting protein TFIZ1 binds the trefoil protein TFF1 preferentially in normal gastric mucosal cells but the co-expression of these proteins is deregulated in gastric cancer	CLAIM:000191928:0-1	PAIR2:GENE:200504|GENE:7032	CLAIM:000191928	a99fd77e198f88e5f4c661a86fccd5abf4e3c479	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	0	0	0	0	0	0	94.0
447	MyoD	4654	9606	OTX2	5015	10090	no_binding	Y2H	mammalian two-hybrid assay	In a mammalian two-hybrid assay, OTX2 showed no binding with the MyoD or H1b protein (Supplemental Figure S3A), suggesting OTX2 does not affect MyoD function via direct protein-protein interaction.	It is well established that the homeoprotein Msx1 represses MyoD by directly binding to CER, presumably in cooperation with histone H1b.		22986744	PMC4861240	OTX2 Represses Myogenic and Neuronal Differentiation in Medulloblastoma Cells	CLAIM:000267438:0-1	PAIR2:GENE:4654|GENE:5015	CLAIM:000267438	565381317afc5dc9ca12ffc4aff1f151f74bb040	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0
448	MDT-15	175817	6239	NHR-68	179589	6239	no_binding	Y2H	yeast two-hybrid	We previously showed that NHR-68 does not bind MDT-15 in yeast two-hybrid (Y2H) assays.	NHR-10 and NHR-68 regulate propionic acid shunt breakdown genes.	In contrast, we and others detected NHR-10 binding to MDT-15 in Y2H screens.	37075089	PMC10234398	Mediator subunit MDT-15 promotes expression of propionic acid breakdown genes to prevent embryonic lethality in Caenorhabditis elegans	CLAIM:000247312:0-1	PAIR2:GENE:175817|GENE:179589	CLAIM:000247312	7bb077de01aee8bdc4a67d915a2d9aca4dd94fb6	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0
449	FCHSD1	427616	10090	WASP	7454	9606	no_binding	Y2H	co-immunoprecipitation	FCHSD1 does not bind WASP or N-WASP in our co-IP experiments and is unable to modulate F-actin assembly, which raised the question whether FCHSD1 can regulate F-actin assembly through other mechanisms, perhaps involving other proteins.		Hence, we performed yeast two-hybrid screens of a chicken cochlear (basilar papilla) cDNA library to identify potential FCHSD1-interaction partners.	23437151	PMC3577914	FCHSD1 and FCHSD2 Are Expressed in Hair Cell Stereocilia and Cuticular Plate and Regulate Actin Polymerization In Vitro	CLAIM:000024418:0-1	PAIR2:GENE:427616|GENE:7454	CLAIM:000024418	a41d5f39f531a90540d62cf4808ca4455b008608	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0
450	MAGE-A2	4101	10090	gankyrin	5716	10090	no_binding	Y2H	yeast two-hybrid	MAGE-A1, MAGE-A2, and MAGE-A12, did not bind to gankyrin.	The interaction was specific to MAGE-A4, because other MAGE family proteins structurally similar to MAGE-A4, i.e.	MAGE-A4 partially suppressed both anchorage-independent growth in vitro and tumor formation in athymic mice of gankyrin-overexpressing cells.	12525503		MAGE-A4 interacts with the liver oncoprotein gankyrin and suppresses its tumorigenic activity.	CLAIM:000241853:0-1	PAIR2:GENE:4101|GENE:5716	CLAIM:000241853	04d372329b70da6bbd4b8bd5f9c9edb8b8e24675	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0
451	ErbB3	100767681	9606	PEPD	5184	9606	no_binding	in_vitro_binding_unspecified	binding assay	PEPD does not bind to ErbB3 and ErbB4 (Figure 1a), but it is well known that ErbB2 is a preferred heterodimerization partner with these ErbBs.	Lapatinib may also block ErbB1 activation by PEPD.	This raises the question of whether blockade of ErbB2 oncogenic signaling by PEPD may also include inhibition of ErbB2 heterodimer signaling units.	24810047	PMC4047914	Identification of prolidase as a high affinity ligand of the ErbB2 receptor and its regulation of ErbB2 signaling and cell growth	CLAIM:000062572:0-1	PAIR2:GENE:100767681|GENE:5184	CLAIM:000062572	e19c1a074df67c7c45c2ef360a2cef28f8f9c0b1	SILVER_PHYSICAL_CANONICAL	negative	canonical_possible	physical_negative_with_non_gold_or_cellular_assay		1	1	none_detected	1	0	0	0	0	0	94.0
