ac_id	protein_a	protein_c	tax_id	pdb_id	assembly_id	structure_file	chain_a	chain_c	bridge_chain	bridge_protein	num_protein_chains	experimental_method	resolution	r_free	ac_min_heavy_a	ac_min_cb_or_ca_a	ac_distance_margin_status	ac_mutual_nearest	a_observed_residues	c_observed_residues	a_construct_coverage	c_construct_coverage	a_canonical_coverage	c_canonical_coverage	ab_min_heavy_a	bc_min_heavy_a	ab_cbca_contact_pairs_8a	bc_cbca_contact_pairs_8a	ab_interface_residues_anchor	ab_interface_residues_bridge	bc_interface_residues_bridge	bc_interface_residues_negative	bridge_edges_interface_pass	aggregate_noncontact_assemblies	aggregate_class_a_assemblies	aggregate_distinct_pdb_count	assembly_coordinate_source	assembly_rebuild_audit_status	direct_positive_conflict_status	structure_grade_provisional	negative_label_semantics	qc_status	assembly_size_stratum
AC:004386	Q14C51	Q6P3B9	10090	7pnv	1	7pnv-assembly1.cif.gz	DA	EA	D	Q99N87	31	ELECTRON MICROSCOPY			29.934	32.379	robust_ge_10A	0	589	191	0.8599	0.5457	0.8599	0.5457	2.552	2.680	30	30	11	12	17	11	1	3	3	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004387	A0A1S3Y4M0	A0A1S3Z3Y7	4097	8auv	1	8auv-assembly1.cif.gz	Z	B	A	A0A1S4DQ51	33	ELECTRON MICROSCOPY			18.740	25.623	robust_ge_10A	0	145	230	0.9119	0.9237	0.5370	0.9237	3.743	2.967	5	9	4	2	5	7	0	2	1	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004388	F2Z6F1	Q9B6C8	284591	6yj4	1	6yj4-assembly1.cif.gz	G	N	D	F2Z626	42	ELECTRON MICROSCOPY			68.622	76.030	robust_ge_10A	0	694	468	0.9533	1.0000	0.9533	0.9979	2.666	2.213	54	57	22	18	20	29	1	5	4	5	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004389	Q9VTU2	Q9W3X7	7227	8b9z	1	8b9z-assembly1.cif.gz	FA	JA	M	P18931	43	ELECTRON MICROSCOPY			14.732	18.290	robust_ge_10A	0	145	146	1.0000	1.0000	0.7796	0.8343	2.972	2.372	64	25	26	29	15	12	1	4	4	4	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004390	O15371	P60842	9606	8oz0	1	8oz0-assembly1.cif.gz	ZA	DB	O	P15880	54	ELECTRON MICROSCOPY			12.529	14.872	robust_ge_10A	0	440	371	0.8029	0.9138	0.8029	0.9138	2.826	4.909	69	13	26	39	6	8	1	3	2	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004391	O75012	P36056	559292	8om2	1	8om2-assembly1.cif.gz	Z	IA	G	P47150	34	ELECTRON MICROSCOPY			22.952	31.047	robust_ge_10A	0	92	483	0.9684	0.7691	0.9684	0.7691	2.904	7.502	58	0	25	19	0	0	0	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004392	Q14C51	Q9CXW2	10090	7pnu	1	7pnu-assembly1.cif.gz	DA	R	D	Q99N87	30	ELECTRON MICROSCOPY			13.722	19.387	robust_ge_10A	0	589	294	0.8599	0.8189	0.8599	0.8189	2.681	2.944	31	79	11	12	32	27	1	4	4	4	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004393	P06839	P08518	559292	7ml2	1	7ml2-assembly1.cif.gz	Y	B	R	P41896	28	ELECTRON MICROSCOPY			54.679	58.295	robust_ge_10A	0	754	1152	0.9692	0.9412	0.9692	0.9412	5.122	5.018	2	0	2	1	0	0	0	4	1	4	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004394	P0CX82	P36160	559292	7bt6	1	7bt6-assembly1.cif.gz	R	NA	OA	Q08746	44	ELECTRON MICROSCOPY			26.514	30.082	robust_ge_10A	0	119	287	0.7438	0.8343	0.6296	0.8343	2.991	2.652	39	173	18	13	53	71	1	12	1	12	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004395	P23193	P61218	9606	5iy7	1	5iy7-assembly1.cif.gz	U	F	A	P24928	27	ELECTRON MICROSCOPY			21.765	26.686	robust_ge_10A	0	170	86	0.5648	0.6772	0.5648	0.6772	1.588	2.432	146	119	63	70	44	42	1	7	7	7	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004396	Q04614	Q84W12	3702	7arb	1	7arb-assembly1.cif.gz	K	EA	N	O05000	47	ELECTRON MICROSCOPY			12.498	17.131	robust_ge_10A	0	90	101	0.9000	0.9528	0.9000	0.9528	3.128	2.329	87	126	33	31	39	45	1	7	7	7	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004397	P60490	Q5SHP3	300852	6xqd	1	6xqd-assembly1.cif.gz	O	R	M	Q9Z9H5	49	X-RAY DIFFRACTION			35.658	41.797	robust_ge_10A	0	131	112	0.8973	0.9912	0.8973	0.9912	7.659	3.158	0	4	0	0	4	2	0	470	229	267	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004398	Q9CY73	Q9D0Q7	10090	9hch	1	9hch-assembly1.cif.gz	HA	IA	R	Q9CQL4	56	ELECTRON MICROSCOPY			15.633	18.055	robust_ge_10A	0	281	211	0.9274	0.6895	0.8438	0.6895	2.239	2.478	3	46	2	3	19	17	0	7	7	7	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004399	A6MVV3	A6MVZ2	3034	9l5v	1	9l5v-assembly1.cif.gz	L	Z	R	A6MW31	46	ELECTRON MICROSCOPY			10.782	12.297	robust_ge_10A	0	30	37	0.9375	0.9737	0.7895	0.5968	3.689	2.487	3	38	3	3	19	14	0	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004400	P62095	Q9XFT3	3702	9i4t	1	9i4t-assembly1.cif.gz	F	Q	A	P83755	50	ELECTRON MICROSCOPY			16.560	22.141	robust_ge_10A	0	30	146	0.7692	0.6518	0.7692	0.6518	2.894	7.015	4	0	1	4	0	0	0	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004401	A0A1M5L6R0	A0A1M7D8T3	986	7jil	1	7jil-assembly1.cif.gz	N	I	O	A0A1M7D8T4	50	ELECTRON MICROSCOPY			8.677	12.341	borderline_8_to_10A	0	113	150	0.9912	1.0000	0.6933	1.0000	3.104	3.180	48	6	19	19	4	3	1	5	2	5	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004402	D3ZIM6	Q5M7T6	10116	7uzi	1	7uzi-assembly1.cif.gz	Z	X	HA	P63081	36	ELECTRON MICROSCOPY			21.064	26.544	robust_ge_10A	0	84	348	0.8571	0.9915	0.8571	0.9915	7.114	3.202	0	8	0	0	5	4	0	10	4	10	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004403	Q72HR3	Q72I28	262724	4v9m	1	4v9m-assembly1.cif.gz	SA	ZA	IA	Q72I11	55	X-RAY DIFFRACTION			37.454	38.497	robust_ge_10A	0	84	37	1.0000	1.0000	0.9882	1.0000	3.036	4.936	16	0	7	7	0	0	0	11	9	6	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004404	F2Z6F1	Q9B6E9	284591	6rfs	1	6rfs-assembly1.cif.gz	A	MA	T	B5FVF8	41	ELECTRON MICROSCOPY			57.994	61.558	robust_ge_10A	0	692	138	0.9505	0.7459	0.9505	0.7459	7.206	2.466	0	36	0	0	17	12	0	5	5	5	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004405	O43513	Q71SY5	9606	8t9d	1	8t9d-assembly1.cif.gz	D	T	I	O60244	26	ELECTRON MICROSCOPY			76.009	77.003	robust_ge_10A	0	161	270	0.6910	0.8682	0.6910	0.3614	3.255	3.300	42	67	20	17	38	32	1	4	2	4	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004406	B5FVF3	Q6C8J9	284591	6yj4	1	6yj4-assembly1.cif.gz	BA	R	I	F2Z619	42	ELECTRON MICROSCOPY			67.030	69.614	robust_ge_10A	0	78	118	1.0000	0.8676	1.0000	0.8676	2.808	2.538	24	81	10	11	31	32	1	5	5	5	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004407	A0A640KW57	A0A640L0A1	5689	8olu	1	8olu-assembly1.cif.gz	L	F	E	A0A640KG82	28	ELECTRON MICROSCOPY			18.222	25.130	robust_ge_10A	0	202	232	0.6711	0.5421	0.6689	0.5421	2.415	2.484	16	82	7	10	32	29	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004408	E1UWD7	E1UWE3	4922	9ihp	1	9ihp-assembly1.cif.gz	MA	U	L	E1UWC6	43	ELECTRON MICROSCOPY			18.921	25.856	robust_ge_10A	0	77	88	0.9506	0.6769	0.9506	0.6769	3.025	2.982	64	15	19	29	8	8	1	4	2	4	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004409	O35680	Q9D2R8	10090	7pnw	1	7pnw-assembly1.cif.gz	J	Z	D	Q99N87	30	ELECTRON MICROSCOPY			17.864	23.630	robust_ge_10A	0	108	101	0.7770	0.9528	0.7770	0.9528	7.355	2.785	0	57	0	0	24	18	0	4	4	4	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004410	Q4DAV9	Q4E661	353153	5t5h	1	5t5h-assembly1.cif.gz	LA	N	BA	Q4DPQ8	38	ELECTRON MICROSCOPY			38.267	41.205	robust_ge_10A	0	85	203	1.0000	1.0000	0.9444	0.9312	2.367	4.800	130	0	36	38	0	0	0	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004411	A0A8N7XJ18	O78755	9940	9r03	1	9r03-assembly1.cif.gz	QA	M	C	O78747	45	ELECTRON MICROSCOPY			32.318	38.865	robust_ge_10A	0	145	171	1.0000	1.0000	1.0000	0.3725	3.627	3.052	5	3	3	4	1	3	0	8	8	8	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004412	P32523	P33334	559292	5mq0	1	5mq0-assembly1.cif.gz	QA	F	L	P25337	40	ELECTRON MICROSCOPY			35.880	39.151	robust_ge_10A	0	438	1914	0.8708	0.7932	0.8708	0.7932	7.896	2.763	0	36	0	0	13	15	0	9	9	9	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004413	A0A1D8ND94	S5U4U1	4952	7b0n	1	7b0n-assembly1.cif.gz	LA	K	L	S5TF58	42	ELECTRON MICROSCOPY			44.727	46.619	robust_ge_10A	0	125	88	0.8389	1.0000	0.8389	0.9888	2.480	2.768	93	24	40	40	9	12	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004414	O94874	P61927	9606	8oj0	1	8oj0-assembly1.cif.gz	A	TA	RA	P42766	50	ELECTRON MICROSCOPY			23.510	30.168	robust_ge_10A	0	426	86	0.8950	0.8866	0.5365	0.8866	2.893	2.928	11	8	5	4	5	4	1	4	3	4	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004415	G0SFC3	G0SHK0	759272	8pv5	1	8pv5-assembly1.cif.gz	S	I	E	G0S8F1	50	ELECTRON MICROSCOPY			47.364	55.224	robust_ge_10A	0	363	62	0.9945	0.5167	0.9945	0.5167	2.698	7.071	28	0	13	10	0	0	0	14	10	14	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004416	A0A0J9X292	A0A0J9X293	9823	5adx	1	5adx-assembly1.cif.gz	W	X	E	F2Z5G5	27	ELECTRON MICROSCOPY			29.542	32.191	robust_ge_10A	0	48	71	1.0000	1.0000	1.0000	1.0000	3.026	2.718	51	28	17	23	11	13	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004417	A0A8N7XJG2	A0A8N7XJK5	9940	7zdm	1	7zdm-assembly1.cif.gz	Y	DA	X	W5NQT7	45	ELECTRON MICROSCOPY			29.880	33.114	robust_ge_10A	0	139	319	0.9929	0.9011	0.8081	0.8986	2.509	2.343	26	105	9	12	30	47	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004418	Q5JDH1	Q5JDH9	69014	6th6	1	6th6-assembly1.cif.gz	WA	S	SA	Q5JJG6	60	ELECTRON MICROSCOPY			89.818	96.003	robust_ge_10A	0	85	107	0.9884	0.9386	0.9884	0.9386	7.521	7.351	0	0	0	0	0	0	0	3	1	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004419	P18931	Q7K1C0	7227	8ba0	1	8ba0-assembly1.cif.gz	M	CA	N	P03896	43	ELECTRON MICROSCOPY			21.319	24.029	robust_ge_10A	0	446	100	1.0000	1.0000	1.0000	0.9901	2.424	2.273	54	62	26	25	23	21	1	2	2	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004420	R4ZGT7	R4ZGZ0	3329	8c29	1	8c29-assembly1.cif.gz	F	C	D	R4ZGX6	46	ELECTRON MICROSCOPY			18.788	20.395	robust_ge_10A	0	30	433	0.7692	0.9154	0.7692	0.9154	2.511	2.246	22	48	11	12	18	21	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004421	E1UWB0	E1UWE2	4922	9ihp	1	9ihp-assembly1.cif.gz	V	T	D	E1UWA8	43	ELECTRON MICROSCOPY			30.048	34.015	robust_ge_10A	0	126	93	0.9403	0.6739	0.9403	0.6739	2.941	2.515	32	18	9	16	11	8	1	4	2	4	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004422	O35972	Q9D0Y8	10090	9hch	1	9hch-assembly1.cif.gz	U	OA	EA	Q8K2M0	56	ELECTRON MICROSCOPY			20.061	27.024	robust_ge_10A	0	100	93	0.6757	0.7686	0.6849	0.7686	2.085	2.763	101	19	38	36	11	7	1	7	3	7	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004423	Q4FQ64	Q4FUD7	259536	9hc4	1	9hc4-assembly1.cif.gz	V	KA	IA	Q4FRD7	50	ELECTRON MICROSCOPY			8.313	12.300	borderline_8_to_10A	0	116	143	0.9831	0.9795	0.9831	0.9795	2.420	3.227	49	6	21	20	3	4	1	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004424	P18934	Q94519	7227	8esw	1	8esw-assembly1.cif.gz	JA	Z	K	C7DZL4	43	ELECTRON MICROSCOPY			78.900	80.305	robust_ge_10A	0	95	84	0.9896	0.5526	0.9896	0.5526	3.262	2.806	29	5	12	13	2	4	0	4	4	4	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004425	Q94AL6	Q9ZPY5	3702	7arb	1	7arb-assembly1.cif.gz	CA	AA	N	O05000	47	ELECTRON MICROSCOPY			37.099	41.556	robust_ge_10A	0	75	40	0.9259	0.6154	0.9259	0.6154	2.251	7.004	63	0	24	26	0	0	0	4	2	4	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004426	A0A1B2U029	A0A1B2U0I0	986	9ozn	1	9ozn-assembly1.cif.gz	EA	M	T	A0A1J7BX85	51	ELECTRON MICROSCOPY			15.004	22.849	robust_ge_10A	0	59	150	0.9219	0.9934	0.9219	1.0638	3.895	2.846	3	32	3	1	18	10	0	5	1	5	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004427	P16033	Q55332	1111708	8tow	1	8tow-assembly1.cif.gz	A	U	C	P09193	42	ELECTRON MICROSCOPY			29.234	32.190	robust_ge_10A	0	334	60	0.9278	0.9677	0.9278	0.4580	2.426	3.155	239	15	78	79	7	10	1	5	5	5	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004428	Q80YQ2	Q9DB91	10090	6w1s	1	6w1s-assembly1.cif.gz	R	X	L	Q8VCD5	25	ELECTRON MICROSCOPY			29.000	29.238	robust_ge_10A	0	1295	132	0.9473	0.8684	0.9473	0.6633	6.407	2.451	1	52	1	1	30	18	0	3	2	3	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004429	G1SQV5	G1T1F0	9986	9cpa	1	9cpa-assembly1.cif.gz	GA	TA	Z	G1SZ47	49	ELECTRON MICROSCOPY			10.636	12.844	robust_ge_10A	0	456	136	0.8187	0.9007	0.8187	0.9007	0.928	1.483	34	22	14	13	7	12	1	2	1	2	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004430	A0A0U5AD05	A0A0U5AR65	1642	8uu7	1	8uu7-assembly1.cif.gz	W	Q	L	A0A0U5AGN0	48	ELECTRON MICROSCOPY			54.477	59.678	robust_ge_10A	0	100	81	0.5348	0.9310	0.9709	0.6807	5.459	2.930	0	9	0	0	5	5	0	7	1	7	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
AC:004431	A1B350	A1BA37	318586	9g83	1	9g83-assembly1.cif.gz	MA	EA	KA		40	ELECTRON MICROSCOPY			18.471	23.529	robust_ge_10A	0	191	273	0.7925	0.9964	0.7925	0.9964	7.408	3.809	0	9	0	0	5	4	0	1	1	1	RCSB_downloaded_biological_assembly	official_coordinates_not_independently_rebuilt	no_PDB_contact_in_exact_pair_aggregate_external_sources_pending	Structure-C-provisional	assembly_context_direct_noncontact_not_universal_nonbinder	coordinate_verified_open_wedge	gt24
