protein_a	protein_c	example_evidence	reason	details
G0RZD6	G0SHQ3	9l5t-assembly1.cif.gz:FA-IA	low_construct_coverage	chains=38;heavy=88.777;cbca=94.065
G0RZD6	G0SDJ6	9l5t-assembly1.cif.gz:F-IA	canonical_coverage_exceeds_construct_guardrail	chains=38;heavy=53.365;cbca=56.708
G0S5W9	G0S9U7	9l5t-assembly1.cif.gz:E-Z	low_construct_coverage	chains=38;heavy=10.165;cbca=12.981
G0RZD9	G0SFY0	9l5t-assembly1.cif.gz:D-O	low_construct_coverage	chains=38;heavy=34.420;cbca=36.616
G0S5W9	G0SA63	9l5t-assembly1.cif.gz:HA-KA	low_construct_coverage	chains=38;heavy=19.941;cbca=23.121
G0RY84	G0S620	9l5t-assembly1.cif.gz:I-PA	low_construct_coverage	chains=38;heavy=20.989;cbca=25.003
G0S9U7	G0SI54	9l5t-assembly1.cif.gz:E-LA	short_observed_construct	chains=38;heavy=103.447;cbca=106.408
G0SDJ6	G0SFN9	9l5t-assembly1.cif.gz:F-Y	low_canonical_coverage	chains=38;heavy=37.903;cbca=43.600
G0S5W9	G0S620	9l5t-assembly1.cif.gz:I-Z	low_construct_coverage	chains=38;heavy=57.422;cbca=63.103
G0RYD8	G0SA63	9l5t-assembly1.cif.gz:HA-M	low_construct_coverage	chains=38;heavy=104.558;cbca=106.387
G0SF87	G0SI54	9l5t-assembly1.cif.gz:LA-X	short_observed_construct	chains=38;heavy=24.662;cbca=29.241
G0S4I7	G0SA63	9l5t-assembly1.cif.gz:HA-JA	low_construct_coverage	chains=38;heavy=22.403;cbca=24.325
P48117	P48185	7dr2-assembly1.cif.gz:H-PA	short_observed_construct	chains=42;heavy=63.448;cbca=64.234
P48114	P48185	7dr2-assembly1.cif.gz:E-PA	short_observed_construct	chains=42;heavy=40.555;cbca=42.822
P48115	P48185	7dr2-assembly1.cif.gz:F-PA	short_observed_construct	chains=42;heavy=34.819;cbca=38.376
P48185	Q9T4W8	7dr2-assembly1.cif.gz:D-K	short_observed_construct	chains=42;heavy=14.835;cbca=19.840
P31173	P48185	7dr2-assembly1.cif.gz:C-K	short_observed_construct	chains=42;heavy=19.046;cbca=23.208
Q56223	Q56227	6q8x-assembly1.cif.gz:D-L	low_canonical_coverage	chains=16;heavy=9.914;cbca=12.055
P33285	Q6CVZ5	8s8h-assembly1.cif.gz:FA-K	canonical_coverage_exceeds_construct_guardrail	chains=38;heavy=48.332;cbca=56.289
Q6QGE2	Q6QGE7	7zqb-assembly1.cif.gz:CA-F	low_construct_coverage	chains=36;heavy=98.282;cbca=103.598
P39964	Q9P6R9	9esh-assembly1.cif.gz:AA-GA	low_construct_coverage	chains=35;heavy=44.457;cbca=47.870
O14161	Q9USZ3	9esh-assembly1.cif.gz:FA-H	low_construct_coverage	chains=35;heavy=42.515;cbca=47.736
O14036	O14161	9esh-assembly1.cif.gz:FA-G	low_construct_coverage	chains=35;heavy=57.412;cbca=61.787
O14161	O43071	9esh-assembly1.cif.gz:EA-FA	low_construct_coverage	chains=35;heavy=61.271;cbca=69.871
O43071	Q9HE06	9esh-assembly1.cif.gz:EA-MA	low_construct_coverage	chains=35;heavy=80.002;cbca=84.534
O74772	Q9P6R9	9esh-assembly1.cif.gz:GA-O	low_construct_coverage	chains=35;heavy=41.987;cbca=44.754
O14011	Q9USZ3	9esh-assembly1.cif.gz:H-U	low_construct_coverage	chains=35;heavy=37.400;cbca=40.639
O94508	Q9HE07	9esh-assembly1.cif.gz:LA-N	low_construct_coverage	chains=35;heavy=102.374;cbca=106.218
O42661	O43071	9esh-assembly1.cif.gz:EA-F	low_construct_coverage	chains=35;heavy=43.084;cbca=45.830
O14036	Q9HE07	9esh-assembly1.cif.gz:G-LA	low_construct_coverage	chains=35;heavy=68.229;cbca=69.032
O14011	O59734	9esh-assembly1.cif.gz:I-T	low_canonical_coverage	chains=35;heavy=16.042;cbca=16.768
O14036	Q9P6R9	9esh-assembly1.cif.gz:G-GA	low_construct_coverage	chains=35;heavy=77.651;cbca=82.148
O13615	Q9USZ3	9esh-assembly1.cif.gz:H-K	low_canonical_coverage	chains=35;heavy=12.601;cbca=18.323
P87051	P87312	9esh-assembly1.cif.gz:HA-R	canonical_coverage_exceeds_construct_guardrail	chains=35;heavy=28.389;cbca=31.718
O94508	Q9P6R9	9esh-assembly1.cif.gz:GA-N	low_construct_coverage	chains=35;heavy=81.302;cbca=84.901
O59733	Q9P6R9	9esh-assembly1.cif.gz:CA-GA	low_construct_coverage	chains=35;heavy=69.654;cbca=73.367
O43071	Q9USZ3	9esh-assembly1.cif.gz:EA-H	low_construct_coverage	chains=35;heavy=46.605;cbca=52.669
O13615	Q10163	9esh-assembly1.cif.gz:E-K	low_canonical_coverage	chains=35;heavy=12.298;cbca=13.396
O59733	Q9HE07	9esh-assembly1.cif.gz:CA-LA	low_construct_coverage	chains=35;heavy=25.594;cbca=30.224
O59800	Q9USZ3	9esh-assembly1.cif.gz:H-M	low_canonical_coverage	chains=35;heavy=13.886;cbca=16.706
O42661	P78794	9esh-assembly1.cif.gz:F-Q	canonical_coverage_exceeds_construct_guardrail	chains=35;heavy=43.106;cbca=46.631
O59734	Q09882	9esh-assembly1.cif.gz:I-L	low_canonical_coverage	chains=35;heavy=10.468;cbca=16.700
O14036	O74966	9esh-assembly1.cif.gz:G-J	canonical_coverage_exceeds_construct_guardrail	chains=35;heavy=9.680;cbca=14.861
O59733	O94508	9esh-assembly1.cif.gz:CA-N	low_canonical_coverage	chains=35;heavy=121.019;cbca=126.234
O59734	O74772	9esh-assembly1.cif.gz:I-O	canonical_coverage_exceeds_construct_guardrail	chains=35;heavy=16.001;cbca=19.147
P87126	Q9HE06	9esh-assembly1.cif.gz:MA-P	low_construct_coverage	chains=35;heavy=24.009;cbca=27.839
P87126	Q9USZ3	9esh-assembly1.cif.gz:H-P	low_construct_coverage	chains=35;heavy=38.495;cbca=46.253
O74966	Q09882	9esh-assembly1.cif.gz:J-L	low_canonical_coverage	chains=35;heavy=13.776;cbca=16.451
O42661	Q9P6R9	9esh-assembly1.cif.gz:F-GA	low_construct_coverage	chains=35;heavy=12.061;cbca=17.489
O14161	Q9HE06	9esh-assembly1.cif.gz:FA-MA	low_construct_coverage	chains=35;heavy=40.205;cbca=41.468
Q6CXT6	Q875N2	8s8g-assembly1.cif.gz:Q-V	canonical_coverage_exceeds_construct_guardrail	chains=38;heavy=11.771;cbca=16.780
P35269	Q15545	7edx-assembly1.cif.gz:G-S	low_construct_coverage	chains=37;heavy=29.855;cbca=34.301
P13984	Q15545	7edx-assembly1.cif.gz:G-T	low_construct_coverage	chains=37;heavy=57.450;cbca=59.307
Q15544	Q6P1X5	7edx-assembly1.cif.gz:B-Y	low_construct_coverage	chains=37;heavy=30.977;cbca=37.852
O43143	O43660	6id1-assembly1.cif.gz:T-V	low_construct_coverage	chains=39;heavy=12.543;cbca=14.103
O43143	Q9UMS4	6id1-assembly1.cif.gz:QA-Z	low_construct_coverage	chains=39;heavy=92.520;cbca=93.025
O51442	O51727	8fn2-assembly1.cif.gz:W-X	canonical_coverage_exceeds_construct_guardrail	chains=32;heavy=27.494;cbca=30.827
O51352	O51450	8fn2-assembly1.cif.gz:J-N	low_construct_coverage	chains=32;heavy=14.259;cbca=21.740
O51442	O51452	8fn2-assembly1.cif.gz:GA-W	canonical_coverage_exceeds_construct_guardrail	chains=32;heavy=22.545;cbca=24.470
A0A087WNH4	G1TNM3	8p03-assembly1.cif.gz:F-MA	short_observed_construct	chains=37;heavy=33.325;cbca=40.397
O43709	P08708	7wtw-assembly1.cif.gz:CA-R	canonical_coverage_exceeds_construct_guardrail	chains=36;heavy=18.333;cbca=21.341
P63220	Q9NSI2	7wtw-assembly1.cif.gz:GA-V	low_construct_coverage	chains=36;heavy=89.793;cbca=96.482
Q9BVP2	Q9UHA3	8fl0-assembly1.cif.gz:EA-O	low_construct_coverage	chains=29;heavy=53.811;cbca=57.189
G1SRA8	G1U0Q2	5k0y-assembly1.cif.gz:JA-S	low_canonical_coverage	chains=39;heavy=33.010;cbca=38.249
G1SRA8	G1T2G4	5k0y-assembly1.cif.gz:D-S	low_canonical_coverage	chains=39;heavy=11.004;cbca=12.588
Q6CIM1	Q6CLU4	8rw1-assembly1.cif.gz:M-U	canonical_coverage_exceeds_construct_guardrail	chains=38;heavy=28.670;cbca=34.044
Q2FUQ0	Q2FZ42	8y37-assembly1.cif.gz:B-N	canonical_coverage_exceeds_construct_guardrail	chains=28;heavy=31.365;cbca=34.849
P41223	Q2TBE0	6id0-assembly1.cif.gz:N-U	low_construct_coverage	chains=38;heavy=48.135;cbca=50.072
P62318	Q9NW64	6id0-assembly1.cif.gz:FA-O	canonical_coverage_exceeds_construct_guardrail	chains=38;heavy=12.731;cbca=14.079
P62308	Q2TBE0	6id0-assembly1.cif.gz:U-Z	low_construct_coverage	chains=38;heavy=12.071;cbca=12.890
A0A5K1UJS7	G1T8A2	8p09-assembly1.cif.gz:I-JA	low_construct_coverage	chains=37;heavy=33.916;cbca=36.368
G1SG72	G1T8A2	8p09-assembly1.cif.gz:JA-LA	low_construct_coverage	chains=37;heavy=16.468;cbca=19.918
P62280	Q9BVS4	7wu0-assembly1.cif.gz:IA-L	canonical_coverage_exceeds_construct_guardrail	chains=34;heavy=26.933;cbca=29.079
P62277	Q96GA3	7wu0-assembly1.cif.gz:GA-N	low_construct_coverage	chains=34;heavy=32.239;cbca=35.566
Q5JTH9	Q9BVS4	7wu0-assembly1.cif.gz:IA-K	low_construct_coverage	chains=34;heavy=16.160;cbca=22.133
P62805	Q7KZ85	9s3g-assembly1.cif.gz:DA-M	low_construct_coverage	chains=31;heavy=49.440;cbca=52.945
P04908	Q7KZ85	9s3g-assembly1.cif.gz:EA-M	low_construct_coverage	chains=31;heavy=41.308;cbca=45.525
O60814	Q7KZ85	9s3g-assembly1.cif.gz:FA-M	low_construct_coverage	chains=31;heavy=44.589;cbca=49.182
Q71DI3	Q7KZ85	9s3g-assembly1.cif.gz:CA-M	low_construct_coverage	chains=31;heavy=38.256;cbca=44.097
A0ACD6BA62	A0ACD6BA65	7qco-assembly1.cif.gz:I-R	canonical_coverage_exceeds_construct_guardrail	chains=44;heavy=36.686;cbca=39.794
A0ACD6BA65	A0ACD6BA69	7qco-assembly1.cif.gz:NA-W	canonical_coverage_exceeds_construct_guardrail	chains=44;heavy=15.484;cbca=18.508
A0ACD6BA64	V5JYA2	7qco-assembly1.cif.gz:C-J	canonical_coverage_exceeds_construct_guardrail	chains=44;heavy=10.217;cbca=11.277
O75934	Q2TBE0	8ro2-assembly1.cif.gz:EA-K	low_construct_coverage	chains=36;heavy=97.820;cbca=99.038
Q2TBE0	Q9BZJ0	8ro2-assembly1.cif.gz:EA-J	low_construct_coverage	chains=36;heavy=22.320;cbca=30.458
Q2TBE0	Q9UMS4	8ro2-assembly1.cif.gz:EA-NA	low_construct_coverage	chains=36;heavy=115.552;cbca=116.274
Q2TBE0	Q9P013	8ro2-assembly1.cif.gz:EA-GA	low_construct_coverage	chains=36;heavy=26.841;cbca=29.964
O75934	Q9Y5B6	8ro2-assembly1.cif.gz:HA-K	low_construct_coverage	chains=36;heavy=79.348;cbca=82.272
O75934	Q9UBB9	8ro2-assembly1.cif.gz:JA-K	canonical_coverage_exceeds_construct_guardrail	chains=36;heavy=65.775;cbca=67.812
O60306	Q9UBB9	8ro2-assembly1.cif.gz:JA-Q	low_canonical_coverage	chains=36;heavy=42.005;cbca=46.221
Q6IQ49	Q9UBB9	8ro2-assembly1.cif.gz:JA-X	short_observed_construct	chains=36;heavy=29.175;cbca=32.724
P62306	Q13573	8ro2-assembly1.cif.gz:R-U	low_canonical_coverage	chains=36;heavy=9.317;cbca=13.445
O95926	Q2TBE0	8ro2-assembly1.cif.gz:EA-M	low_construct_coverage	chains=36;heavy=21.696;cbca=26.109
P14678	Q9BZJ0	8ro2-assembly1.cif.gz:J-KA	low_construct_coverage	chains=36;heavy=23.262;cbca=26.290
Q96DF8	Q9UBB9	8ro2-assembly1.cif.gz:JA-Y	low_construct_coverage	chains=36;heavy=46.252;cbca=51.801
O95926	Q9Y5B6	8ro2-assembly1.cif.gz:HA-M	low_construct_coverage	chains=36;heavy=122.850;cbca=122.850
Q2TBE0	Q9Y5B6	8ro2-assembly1.cif.gz:EA-HA	low_construct_coverage	chains=36;heavy=40.101;cbca=43.028
Q96DF8	Q9Y5B6	8ro2-assembly1.cif.gz:HA-Y	low_construct_coverage	chains=36;heavy=105.473;cbca=108.012
A0QSG6	A0QTK6	6dzk-assembly1.cif.gz:E-U	low_construct_coverage	chains=22;heavy=9.297;cbca=17.443
A0QSL7	A0QTK6	6dzk-assembly1.cif.gz:D-U	low_construct_coverage	chains=22;heavy=21.675;cbca=27.090
A0QSG6	A0QVQ3	6dzk-assembly1.cif.gz:E-O	canonical_coverage_exceeds_construct_guardrail	chains=22;heavy=26.692;cbca=31.294
A0QSD5	A0QTK6	6dzk-assembly1.cif.gz:S-U	low_construct_coverage	chains=22;heavy=41.406;cbca=47.482
A0QSD5	A0QSL6	6dzk-assembly1.cif.gz:K-S	canonical_coverage_exceeds_construct_guardrail	chains=22;heavy=37.703;cbca=43.380
A0QSG3	A0QTK6	6dzk-assembly1.cif.gz:H-U	low_construct_coverage	chains=22;heavy=52.630;cbca=60.305
A0QSD0	A0R554	6dzk-assembly1.cif.gz:J-W	short_observed_construct	chains=22;heavy=39.690;cbca=46.889
A0QSL6	A0QTK6	6dzk-assembly1.cif.gz:K-U	low_construct_coverage	chains=22;heavy=9.917;cbca=15.805
A0QTK6	A0QV37	6dzk-assembly1.cif.gz:P-U	low_construct_coverage	chains=22;heavy=50.663;cbca=58.166
P33411	Q12330	5wsg-assembly1.cif.gz:G-SA	canonical_coverage_exceeds_construct_guardrail	chains=38;heavy=16.984;cbca=20.032
P40018	Q03772	5wsg-assembly1.cif.gz:F-S	low_construct_coverage	chains=38;heavy=10.105;cbca=12.627
P28004	Q06217	5wsg-assembly1.cif.gz:E-W	low_construct_coverage	chains=38;heavy=40.074;cbca=43.300
P54999	Q03772	5wsg-assembly1.cif.gz:H-S	low_construct_coverage	chains=38;heavy=12.166;cbca=17.577
P15938	P54999	5wsg-assembly1.cif.gz:H-RA	low_construct_coverage	chains=38;heavy=40.643;cbca=43.394
Q03375	Q12330	5wsg-assembly1.cif.gz:G-J	canonical_coverage_exceeds_construct_guardrail	chains=38;heavy=59.989;cbca=63.278
P28004	Q02260	5wsg-assembly1.cif.gz:E-V	low_construct_coverage	chains=38;heavy=21.812;cbca=24.536
P0C0X0	P40160	6eml-assembly1.cif.gz:EA-J	canonical_coverage_exceeds_construct_guardrail	chains=31;heavy=34.050;cbca=36.107
P62857	P63220	5oa3-assembly1.cif.gz:GA-V	canonical_coverage_exceeds_construct_guardrail	chains=35;heavy=18.571;cbca=20.692
O94742	P25451	7qo3-assembly1.cif.gz:J-Y	canonical_coverage_exceeds_construct_guardrail	chains=41;heavy=9.284;cbca=10.961
O13563	P22141	7qo3-assembly1.cif.gz:K-X	canonical_coverage_exceeds_construct_guardrail	chains=41;heavy=9.519;cbca=11.226
P30656	P32565	7qo3-assembly1.cif.gz:L-N	low_canonical_coverage	chains=41;heavy=14.431;cbca=16.632
O75012	Q02608	8d8l-assembly1.cif.gz:P-Z	canonical_coverage_exceeds_construct_guardrail	chains=34;heavy=9.779;cbca=15.000
P02381	P40033	8d8l-assembly1.cif.gz:C-R	canonical_coverage_exceeds_construct_guardrail	chains=34;heavy=34.597;cbca=39.783
P21771	P53305	8d8l-assembly1.cif.gz:O-X	canonical_coverage_exceeds_construct_guardrail	chains=34;heavy=10.705;cbca=13.676
P38120	P53305	8d8l-assembly1.cif.gz:DA-X	canonical_coverage_exceeds_construct_guardrail	chains=34;heavy=10.293;cbca=12.194
P27929	P47150	8d8l-assembly1.cif.gz:AA-D	low_canonical_coverage	chains=34;heavy=12.417;cbca=16.770
P27929	Q02950	8d8l-assembly1.cif.gz:A-D	low_canonical_coverage	chains=34;heavy=26.835;cbca=30.861
P28817	Q02608	8d8l-assembly1.cif.gz:CA-P	canonical_coverage_exceeds_construct_guardrail	chains=34;heavy=49.020;cbca=51.973
P21771	P27929	8d8l-assembly1.cif.gz:D-O	low_canonical_coverage	chains=34;heavy=22.374;cbca=26.865
P53733	Q01163	8d8l-assembly1.cif.gz:S-W	canonical_coverage_exceeds_construct_guardrail	chains=34;heavy=10.826;cbca=14.351
P53733	Q02950	8d8l-assembly1.cif.gz:A-S	canonical_coverage_exceeds_construct_guardrail	chains=34;heavy=22.982;cbca=28.699
P33759	Q02950	8d8l-assembly1.cif.gz:A-E	canonical_coverage_exceeds_construct_guardrail	chains=34;heavy=9.368;cbca=14.501
A0A480I0V8	I3LHK5	9dgs-assembly1.cif.gz:J-X	low_construct_coverage	chains=31;heavy=37.995;cbca=39.793
A0A4X1TB62	F1SEC0	9dgs-assembly1.cif.gz:R-Y	low_construct_coverage	chains=31;heavy=70.437;cbca=73.399
A0A480I0V8	A0PFK5	9dgs-assembly1.cif.gz:CA-K	low_construct_coverage	chains=31;heavy=11.867;cbca=13.497
A0A286ZK88	A0A8D1PMN0	9dgs-assembly1.cif.gz:I-V	canonical_coverage_exceeds_construct_guardrail	chains=31;heavy=18.282;cbca=20.838
D5MAL3	P10793	7dkz-assembly1.cif.gz:G-J	canonical_coverage_exceeds_construct_guardrail	chains=16;heavy=18.642;cbca=20.919
A0A0M3KL10	E1C9L3	7dkz-assembly1.cif.gz:H-K	canonical_coverage_exceeds_construct_guardrail	chains=16;heavy=9.137;cbca=12.825
K9ZTJ6	Q7ZX96	7wkk-assembly1.cif.gz:E-J	low_construct_coverage	chains=30;heavy=8.064;cbca=10.136
Q642R6	Q6DCM0	7wkk-assembly1.cif.gz:A-O	canonical_coverage_exceeds_construct_guardrail	chains=30;heavy=64.130;cbca=64.130
A0A1L8F1N1	Q6AX31	7wkk-assembly1.cif.gz:B-BA	canonical_coverage_exceeds_construct_guardrail	chains=30;heavy=63.783;cbca=63.783
A0A8J1LET0	Q7ZWL0	7wkk-assembly1.cif.gz:S-X	low_construct_coverage	chains=30;heavy=53.032;cbca=53.684
Q5EAX5	Q7ZWL0	7wkk-assembly1.cif.gz:F-K	low_construct_coverage	chains=30;heavy=58.695;cbca=58.695
P21374	Q06091	6j6n-assembly1.cif.gz:H-W	low_construct_coverage	chains=37;heavy=66.978;cbca=67.289
P21374	P53333	6j6n-assembly1.cif.gz:H-Z	low_construct_coverage	chains=37;heavy=61.902;cbca=69.121
P60150	Q41387	3jcu-assembly1.cif.gz:KA-UA	low_construct_coverage	chains=50;heavy=33.351;cbca=37.305
P12301	Q41387	3jcu-assembly1.cif.gz:PA-UA	low_construct_coverage	chains=50;heavy=13.787;cbca=16.866
F2Z293	Q41387	3jcu-assembly1.cif.gz:R-W	low_construct_coverage	chains=50;heavy=12.453;cbca=15.990
P12163	Q41387	3jcu-assembly1.cif.gz:JA-UA	low_construct_coverage	chains=50;heavy=21.349;cbca=24.663
P61840	Q41387	3jcu-assembly1.cif.gz:SA-UA	low_construct_coverage	chains=50;heavy=24.120;cbca=29.618
P05146	Q9M3M6	3jcu-assembly1.cif.gz:H-Z	canonical_coverage_exceeds_construct_guardrail	chains=50;heavy=13.237;cbca=21.916
P69061	Q6CXM0	3jam-assembly1.cif.gz:GA-T	low_construct_coverage	chains=36;heavy=18.531;cbca=24.574
Q6CVZ5	Q6CWT9	3jam-assembly1.cif.gz:K-S	canonical_coverage_exceeds_construct_guardrail	chains=36;heavy=50.692;cbca=55.809
Q56223	Q56228	6i1p-assembly1.cif.gz:D-M	canonical_coverage_exceeds_construct_guardrail	chains=16;heavy=28.227;cbca=31.482
Q6CKL3	Q6CXM0	8s8f-assembly1.cif.gz:C-T	short_observed_construct	chains=39;heavy=32.264;cbca=40.985
P69061	Q6CW78	8s8f-assembly1.cif.gz:HA-Z	low_construct_coverage	chains=39;heavy=21.724;cbca=25.577
C4QYQ8	C4R009	7xtd-assembly1.cif.gz:HA-J	low_construct_coverage	chains=32;heavy=33.644;cbca=37.378
C4QYQ8	C4R3Z5	7xtd-assembly1.cif.gz:HA-K	low_construct_coverage	chains=32;heavy=54.386;cbca=57.467
C4QYQ8	C4R7L2	7xtd-assembly1.cif.gz:C-HA	low_construct_coverage	chains=32;heavy=36.454;cbca=40.115
Q9UUT8	Q9UUU2	6h8k-assembly1.cif.gz:H-I	assembly_exceeds_chain_cap	chains=73
P0CG48	P62841	8zdc-assembly1.cif.gz:KA-P	low_canonical_coverage	chains=37;heavy=89.438;cbca=90.706
E1C9K8	E1C9L2	4y28-assembly1.cif.gz:D-O	low_canonical_coverage	chains=16;heavy=16.835;cbca=19.319
A0A0M3KL11	D5MAL3	4y28-assembly1.cif.gz:J-K	canonical_coverage_exceeds_construct_guardrail	chains=16;heavy=42.525;cbca=43.518
A0A0M3KL11	E1C9K8	4y28-assembly1.cif.gz:D-K	low_canonical_coverage	chains=16;heavy=38.917;cbca=43.868
A0A0M3KL11	E1C9L1	4y28-assembly1.cif.gz:K-L	low_construct_coverage	chains=16;heavy=45.247;cbca=47.440
A0A0M3KL13	E1C9L1	4y28-assembly1.cif.gz:G-L	low_construct_coverage	chains=16;heavy=25.612;cbca=28.868
D5MAL3	E1C9L2	4y28-assembly1.cif.gz:J-O	canonical_coverage_exceeds_construct_guardrail	chains=16;heavy=22.931;cbca=28.222
E1C9K6	Q32904	4y28-assembly1.cif.gz:E-P	canonical_coverage_exceeds_construct_guardrail	chains=16;heavy=32.302;cbca=34.785
E1C9K6	Q41038	4y28-assembly1.cif.gz:E-M	canonical_coverage_exceeds_construct_guardrail	chains=16;heavy=8.186;cbca=11.987
E1C9L2	P17227	4y28-assembly1.cif.gz:I-O	canonical_coverage_exceeds_construct_guardrail	chains=16;heavy=32.192;cbca=34.683
A0A0M3KL13	D5MAL3	4y28-assembly1.cif.gz:G-J	canonical_coverage_exceeds_construct_guardrail	chains=16;heavy=39.491;cbca=40.336
A0A0M3KL13	Q41038	4y28-assembly1.cif.gz:G-M	canonical_coverage_exceeds_construct_guardrail	chains=16;heavy=63.632;cbca=67.594
A0A0M3KL10	A0A0M3KL13	4y28-assembly1.cif.gz:G-H	canonical_coverage_exceeds_construct_guardrail	chains=16;heavy=9.032;cbca=10.228
P00430	P31800	5gpn-assembly1.cif.gz:FB-M	assembly_exceeds_chain_cap	chains=84
P00157	P07470	5gpn-assembly1.cif.gz:DB-O	assembly_exceeds_chain_cap	chains=84
P62979	Q5JTH9	7wtv-assembly1.cif.gz:CA-EA	low_construct_coverage	chains=34;heavy=20.695;cbca=24.678
Q56217	Q56224	6q8w-assembly1.cif.gz:O-P	canonical_coverage_exceeds_construct_guardrail	chains=16;heavy=12.461;cbca=14.569
Q56226	Q5SKZ7	6q8w-assembly1.cif.gz:I-K	canonical_coverage_exceeds_construct_guardrail	chains=16;heavy=23.519;cbca=30.167
Q2FW13	Q2FZ60	7asm-assembly1.cif.gz:K-V	canonical_coverage_exceeds_construct_guardrail	chains=27;heavy=25.103;cbca=28.591
Q56221	Q56226	4hea-assembly1.cif.gz:C-K	canonical_coverage_exceeds_construct_guardrail	chains=16;heavy=53.548;cbca=58.884
Q56219	Q56227	4hea-assembly1.cif.gz:F-L	low_canonical_coverage	chains=16;heavy=28.413;cbca=32.191
Q56227	Q5SKZ7	4hea-assembly1.cif.gz:I-L	low_canonical_coverage	chains=16;heavy=28.812;cbca=32.146
P48729	P62701	7wtt-assembly1.cif.gz:E-GA	low_canonical_coverage	chains=33;heavy=89.233;cbca=90.293
O43709	Q9NSI2	7wtt-assembly1.cif.gz:CA-HA	low_construct_coverage	chains=33;heavy=10.350;cbca=13.524
P48729	Q9NSI2	7wtt-assembly1.cif.gz:GA-HA	low_construct_coverage	chains=33;heavy=26.013;cbca=28.424
G0S4I7	G0S8J0	9l5s-assembly1.cif.gz:BA-IA	canonical_coverage_exceeds_construct_guardrail	chains=37;heavy=80.695;cbca=84.752
G0S7S7	G0SDJ6	9l5s-assembly1.cif.gz:F-U	canonical_coverage_exceeds_construct_guardrail	chains=37;heavy=47.412;cbca=52.047
G0SDM8	G0SI54	9l5s-assembly1.cif.gz:K-KA	short_observed_construct	chains=37;heavy=21.174;cbca=25.780
G0RZZ0	G0S9U7	9l5s-assembly1.cif.gz:E-OA	low_construct_coverage	chains=37;heavy=26.286;cbca=27.971
G0RZD6	G0S754	9l5s-assembly1.cif.gz:AA-X	low_construct_coverage	chains=37;heavy=43.697;cbca=45.641
G0RZZ0	G0SF87	9l5s-assembly1.cif.gz:OA-R	low_construct_coverage	chains=37;heavy=59.876;cbca=60.645
G0S7S7	G0SFY0	9l5s-assembly1.cif.gz:O-U	low_construct_coverage	chains=37;heavy=58.706;cbca=58.706
G0S4I7	G0SI53	9l5s-assembly1.cif.gz:CA-IA	low_construct_coverage	chains=37;heavy=45.035;cbca=47.234
G0S8A6	G0SHQ3	9l5s-assembly1.cif.gz:GA-L	low_construct_coverage	chains=37;heavy=24.722;cbca=26.799
G0S4Q2	G0SDJ6	9l5s-assembly1.cif.gz:F-Q	canonical_coverage_exceeds_construct_guardrail	chains=37;heavy=19.884;cbca=27.074
G0RZZ0	G0SDJ6	9l5s-assembly1.cif.gz:H-OA	low_construct_coverage	chains=37;heavy=80.212;cbca=80.212
G0S1V3	G0S7S7	9l5s-assembly1.cif.gz:S-U	canonical_coverage_exceeds_construct_guardrail	chains=37;heavy=30.552;cbca=32.944
G0S0H7	G0SI54	9l5s-assembly1.cif.gz:J-KA	short_observed_construct	chains=37;heavy=44.210;cbca=50.792
G0RYD8	G0S7S7	9l5s-assembly1.cif.gz:M-U	low_construct_coverage	chains=37;heavy=54.926;cbca=56.404
G0RZL0	G0S2N1	9l5s-assembly1.cif.gz:FA-W	low_construct_coverage	chains=37;heavy=48.125;cbca=51.022
G0S4I7	G0SG70	9l5s-assembly1.cif.gz:HA-V	low_construct_coverage	chains=37;heavy=48.618;cbca=51.306
G0RZZ0	G0S4Q2	9l5s-assembly1.cif.gz:OA-Q	low_construct_coverage	chains=37;heavy=31.105;cbca=31.455
G0S4Q2	G0SI54	9l5s-assembly1.cif.gz:KA-Q	short_observed_construct	chains=37;heavy=92.449;cbca=96.192
G0S0H7	G0S5W9	9l5s-assembly1.cif.gz:J-Z	low_construct_coverage	chains=37;heavy=11.920;cbca=13.474
G0RY82	G0SDJ6	9l5s-assembly1.cif.gz:DA-F	canonical_coverage_exceeds_construct_guardrail	chains=37;heavy=24.069;cbca=24.857
G0RZZ0	G0S0H7	9l5s-assembly1.cif.gz:J-OA	low_construct_coverage	chains=37;heavy=15.554;cbca=17.333
G0S4I7	G0SHQ3	9l5s-assembly1.cif.gz:GA-V	low_construct_coverage	chains=37;heavy=9.306;cbca=11.319
G0S754	G0S8J0	9l5s-assembly1.cif.gz:BA-X	low_construct_coverage	chains=37;heavy=75.141;cbca=78.270
G0S7S7	G0SI54	9l5s-assembly1.cif.gz:KA-U	short_observed_construct	chains=37;heavy=79.255;cbca=84.568
G0RZZ0	G0S4I7	9l5s-assembly1.cif.gz:OA-V	low_construct_coverage	chains=37;heavy=30.060;cbca=31.576
G0S0H7	G0SFY0	9l5s-assembly1.cif.gz:J-O	low_construct_coverage	chains=37;heavy=22.085;cbca=24.611
G0RYD8	G0S620	9l5s-assembly1.cif.gz:I-M	low_construct_coverage	chains=37;heavy=41.241;cbca=42.361
O75570	Q92665	8ois-assembly1.cif.gz:AA-CA	low_construct_coverage	chains=33;heavy=47.623;cbca=53.144
P53333	P54999	6j6g-assembly1.cif.gz:AA-Z	low_canonical_coverage	chains=37;heavy=8.520;cbca=13.345
