panel	dataset	score
6d	Structural noncontact	0.999534
6d	Structural noncontact	0.998281
6d	Structural noncontact	0.999937
6d	Structural noncontact	0.999917
6d	Structural noncontact	0.998959
6d	Structural noncontact	0.000184
6d	Structural noncontact	0.999849
6d	Structural noncontact	0.999741
6d	Structural noncontact	0.999732
6d	Structural noncontact	0.999894
6d	Structural noncontact	0.993995
6d	Structural noncontact	0.997034
6d	Structural noncontact	0.001152
6d	Structural noncontact	0.000235
6d	Structural noncontact	0.999932
6d	Structural noncontact	0.999824
6d	Structural noncontact	7.3e-05
6d	Structural noncontact	0.994941
6d	Structural noncontact	0.999944
6d	Structural noncontact	0.076287
6d	Structural noncontact	0.915707
6d	Structural noncontact	0.858397
6d	Structural noncontact	0.999678
6d	Structural noncontact	0.999905
6d	Structural noncontact	0.997364
6d	Structural noncontact	0.994442
6d	Structural noncontact	0.997607
6d	Structural noncontact	0.999923
6d	Structural noncontact	0.999596
6d	Structural noncontact	0.99991
6d	Structural noncontact	0.999703
6d	Structural noncontact	0.999888
6d	Structural noncontact	0.999787
6d	Structural noncontact	0.04486
6d	Structural noncontact	0.978809
6d	Structural noncontact	0.998689
6d	Structural noncontact	0.993238
6d	Structural noncontact	0.999481
6d	Structural noncontact	0.994602
6d	Structural noncontact	0.999923
6d	Structural noncontact	0.955621
6d	Structural noncontact	0.000148
6d	Structural noncontact	0.268805
6d	Structural noncontact	0.000607
6d	Structural noncontact	0.999671
6d	Structural noncontact	0.998482
6d	Structural noncontact	0.009979
6d	Structural noncontact	0.999921
6d	Structural noncontact	0.99114
6d	Structural noncontact	0.573675
6d	Structural noncontact	0.01631
6d	Structural noncontact	0.989948
6d	Structural noncontact	0.974603
6d	Structural noncontact	0.990942
6d	Structural noncontact	0.968436
6d	Structural noncontact	0.999929
6d	Structural noncontact	0.999893
6d	Structural noncontact	0.992363
6d	Structural noncontact	0.999804
6d	Structural noncontact	0.998387
6d	Structural noncontact	0.999943
6d	Structural noncontact	0.99974
6d	Structural noncontact	0.9996
6d	Structural noncontact	0.992405
6d	Structural noncontact	0.000529
6d	Structural noncontact	0.979506
6d	Structural noncontact	0.994782
6d	Structural noncontact	0.006488
6d	Structural noncontact	0.99606
6d	Structural noncontact	0.996846
6d	Structural noncontact	0.003817
6d	Structural noncontact	0.004706
6d	Structural noncontact	0.004705
6d	Structural noncontact	0.992402
6d	Structural noncontact	0.9451
6d	Structural noncontact	0.996567
6d	Structural noncontact	0.999127
6d	Structural noncontact	0.95176
6d	Structural noncontact	0.999609
6d	Structural noncontact	0.000437
6d	Structural noncontact	0.985807
6d	Structural noncontact	0.999816
6d	Structural noncontact	0.999828
6d	Structural noncontact	0.999151
6d	Structural noncontact	0.999173
6d	Structural noncontact	0.999916
6d	Structural noncontact	0.999649
6d	Structural noncontact	0.993538
6d	Structural noncontact	0.572483
6d	Structural noncontact	0.909124
6d	Structural noncontact	0.993542
6d	Structural noncontact	0.024017
6d	Structural noncontact	0.999779
6d	Structural noncontact	0.982079
6d	Structural noncontact	0.999516
6d	Structural noncontact	0.999932
6d	Structural noncontact	0.977999
6d	Structural noncontact	0.999908
6d	Structural noncontact	0.999922
6d	Structural noncontact	0.999931
6d	Structural noncontact	0.026704
6d	Structural noncontact	0.999912
6d	Structural noncontact	0.742027
6d	Structural noncontact	0.482042
6d	Structural noncontact	0.998632
6d	Structural noncontact	0.402768
6d	Structural noncontact	0.999792
6d	Structural noncontact	0.135752
6d	Structural noncontact	0.999945
6d	Structural noncontact	0.999886
6d	Structural noncontact	0.991738
6d	Structural noncontact	0.999943
6d	Structural noncontact	0.067372
6d	Structural noncontact	0.999527
6d	Structural noncontact	0.999936
6d	Structural noncontact	0.999929
6d	Structural noncontact	0.999934
6d	Structural noncontact	0.035899
6d	Structural noncontact	0.000137
6d	Structural noncontact	0.999733
6d	Structural noncontact	0.999943
6d	Structural noncontact	0.00207
6d	Structural noncontact	0.999865
6d	Structural noncontact	0.998494
6d	Structural noncontact	0.999802
6d	Structural noncontact	0.00701
6d	Structural noncontact	0.925061
6d	Structural noncontact	0.999855
6d	Structural noncontact	0.991974
6d	Structural noncontact	0.99982
6d	Structural noncontact	0.999055
6d	Structural noncontact	0.0002
6d	Structural noncontact	0.999944
6d	Structural noncontact	0.973732
6d	Structural noncontact	0.999298
6d	Structural noncontact	0.999917
6d	Structural noncontact	0.639692
6d	Structural noncontact	0.999913
6d	Structural noncontact	0.000719
6d	Structural noncontact	0.99937
6d	Structural noncontact	0.991369
6d	Structural noncontact	0.999937
6d	Structural noncontact	0.999938
6d	Structural noncontact	0.999768
6d	Structural noncontact	0.999924
6d	Structural noncontact	0.80586
6d	Structural noncontact	0.00013
6d	Structural noncontact	0.999915
6d	Structural noncontact	0.004071
6d	Structural noncontact	0.000349
6d	Structural noncontact	0.029194
6d	Structural noncontact	0.999943
6d	Structural noncontact	0.000513
6d	Structural noncontact	0.998539
6d	Structural noncontact	0.997929
6d	Structural noncontact	0.974708
6d	Structural noncontact	0.974886
6d	Structural noncontact	0.995342
6d	Structural noncontact	0.999195
6d	Structural noncontact	0.000954
6d	Structural noncontact	0.006152
6d	Structural noncontact	0.000368
6d	Structural noncontact	0.999905
6d	Structural noncontact	0.999824
6d	Structural noncontact	0.999769
6d	Structural noncontact	0.9998
6d	Structural noncontact	0.000602
6d	Structural noncontact	0.998203
6d	Structural noncontact	0.996776
6d	Structural noncontact	0.006379
6d	Structural noncontact	0.636576
6d	Structural noncontact	0.989214
6d	Structural noncontact	0.876702
6d	Structural noncontact	0.999932
6d	Structural noncontact	0.725419
6d	Structural noncontact	0.788229
6d	Structural noncontact	0.996276
6d	Structural noncontact	0.999907
6d	Structural noncontact	0.0002
6d	Structural noncontact	0.890167
6d	Structural noncontact	0.99984
6d	Structural noncontact	0.999872
6d	Structural noncontact	0.999923
6d	Structural noncontact	0.997081
6d	Structural noncontact	0.99992
6d	Structural noncontact	0.999693
6d	Structural noncontact	0.97031
6d	Structural noncontact	0.002579
6d	Structural noncontact	0.99951
6d	Structural noncontact	0.999863
6d	Structural noncontact	0.601023
6d	Structural noncontact	0.999284
6d	Structural noncontact	0.746668
6d	Structural noncontact	0.999871
6d	Structural noncontact	0.995367
6d	Structural noncontact	0.998632
6d	Structural noncontact	0.995738
6d	Structural noncontact	0.999943
6d	Structural noncontact	0.068979
6d	Structural noncontact	0.002013
6d	Structural noncontact	0.99954
6d	Structural noncontact	0.002803
6d	Structural noncontact	0.311985
6d	Structural noncontact	0.909263
6d	Structural noncontact	0.95116
6d	Structural noncontact	0.683248
6d	Structural noncontact	0.86038
6d	Structural noncontact	0.642724
6d	Structural noncontact	0.99994
6d	Structural noncontact	0.999327
6d	Structural noncontact	0.011293
6d	Structural noncontact	0.999883
6d	Structural noncontact	0.001503
6d	Structural noncontact	0.999938
6d	Structural noncontact	0.018886
6d	Structural noncontact	0.999948
6d	Structural noncontact	0.000541
6d	Structural noncontact	0.999531
6d	Structural noncontact	0.736099
6d	Structural noncontact	0.998405
6d	Structural noncontact	0.034966
6d	Structural noncontact	0.999707
6d	Structural noncontact	0.999913
6d	Structural noncontact	0.999911
6d	Structural noncontact	0.843584
6d	Structural noncontact	0.999849
6d	Structural noncontact	0.999517
6d	Structural noncontact	0.95401
6d	Structural noncontact	0.002012
6d	Structural noncontact	0.997232
6d	Structural noncontact	0.006876
6d	Structural noncontact	0.593929
6d	Structural noncontact	0.999905
6d	Structural noncontact	0.9999
6d	Structural noncontact	0.998978
6d	Structural noncontact	0.999379
6d	Structural noncontact	0.99983
6d	Structural noncontact	0.999826
6d	Structural noncontact	0.999572
6d	Structural noncontact	0.994559
6d	Structural noncontact	0.999929
6d	Structural noncontact	0.99635
6d	Structural noncontact	0.976218
6d	Structural noncontact	0.993244
6d	Structural noncontact	0.90511
6d	Structural noncontact	0.998814
6d	Structural noncontact	6.6e-05
6d	Structural noncontact	0.998522
6d	Structural noncontact	0.999701
6d	Structural noncontact	0.000119
6d	Structural noncontact	0.999899
6d	Structural noncontact	0.996395
6d	Structural noncontact	0.998996
6d	Structural noncontact	0.527573
6d	Structural noncontact	0.999646
6d	Structural noncontact	0.999899
6d	Structural noncontact	0.952079
6d	Structural noncontact	0.035596
6d	Structural noncontact	0.683587
6d	Structural noncontact	0.999923
6d	Structural noncontact	0.994593
6d	Structural noncontact	0.993704
6d	Structural noncontact	0.996172
6d	Structural noncontact	0.589735
6d	Structural noncontact	0.837443
6d	Structural noncontact	0.999848
6d	Structural noncontact	0.99992
6d	Structural noncontact	0.999938
6d	Structural noncontact	0.999853
6d	Structural noncontact	0.022134
6d	Structural noncontact	0.999831
6d	Structural noncontact	0.999843
6d	Structural noncontact	0.999801
6d	Structural noncontact	0.999892
6d	Structural noncontact	0.999257
6d	Structural noncontact	7e-05
6d	Structural noncontact	0.999924
6d	Structural noncontact	0.997339
6d	Structural noncontact	0.962995
6d	Structural noncontact	0.999898
6d	Structural noncontact	0.846868
6d	Structural noncontact	0.998357
6d	Structural noncontact	0.001474
6d	Structural noncontact	0.997369
6d	Structural noncontact	0.011133
6d	Structural noncontact	0.000993
6d	Structural noncontact	0.999405
6d	Structural noncontact	0.005685
6d	Structural noncontact	0.950343
6d	Structural noncontact	0.998803
6d	Structural noncontact	0.999832
6d	Structural noncontact	0.047989
6d	Structural noncontact	0.004966
6d	Structural noncontact	0.011753
6d	Structural noncontact	0.97546
6d	Structural noncontact	0.26496
6d	Structural noncontact	0.19962
6d	Structural noncontact	0.988746
6d	Structural noncontact	0.999771
6d	Structural noncontact	0.998
6d	Structural noncontact	0.002967
6d	Structural noncontact	0.989952
6d	Structural noncontact	0.987606
6d	Structural noncontact	0.994352
6d	Structural noncontact	0.998776
6d	Structural noncontact	0.000625
6d	Structural noncontact	0.99931
6d	Structural noncontact	0.999296
6d	Structural noncontact	0.999793
6d	Structural noncontact	0.998481
6d	Structural noncontact	0.999767
6d	Structural noncontact	0.001769
6d	Structural noncontact	0.02965
6d	Structural noncontact	0.070795
6d	Structural noncontact	0.001298
6d	Structural noncontact	0.714753
6d	Structural noncontact	0.999776
6d	Structural noncontact	0.999295
6d	Structural noncontact	0.999923
6d	Structural noncontact	0.999697
6d	Structural noncontact	0.998482
6d	Structural noncontact	0.998987
6d	Structural noncontact	0.057896
6d	Structural noncontact	0.999372
6d	Structural noncontact	0.999936
6d	Structural noncontact	0.999941
6d	Structural noncontact	0.986516
6d	Structural noncontact	0.999851
6d	Structural noncontact	0.979867
6d	Structural noncontact	0.999707
6d	Structural noncontact	0.519211
6d	Structural noncontact	0.90511
6d	Structural noncontact	0.024231
6d	Structural noncontact	0.999887
6d	Structural noncontact	0.998413
6d	Structural noncontact	0.997423
6d	Structural noncontact	0.999407
6d	Structural noncontact	0.999943
6d	Structural noncontact	0.988513
6d	Structural noncontact	0.989654
6d	Structural noncontact	0.999892
6d	Structural noncontact	0.999788
6d	Structural noncontact	0.91538
6d	Structural noncontact	0.999938
6d	Structural noncontact	0.000421
6d	Structural noncontact	0.999836
6d	Structural noncontact	0.00038
6d	Structural noncontact	0.999759
6d	Structural noncontact	5.9e-05
6d	Structural noncontact	0.999828
6d	Structural noncontact	7.4e-05
6d	Structural noncontact	0.997478
6d	Structural noncontact	0.999941
6d	Structural noncontact	0.007747
6d	Structural noncontact	0.069453
6d	Structural noncontact	0.151493
6d	Structural noncontact	0.998528
6d	Structural noncontact	0.003728
6d	Structural noncontact	0.999846
6d	Structural noncontact	0.999946
6d	Structural noncontact	0.877267
6d	Structural noncontact	0.00098
6d	Structural noncontact	0.999819
6d	Structural noncontact	0.042116
6d	Structural noncontact	0.999943
6d	Structural noncontact	0.994414
6d	Structural noncontact	0.999376
6d	Structural noncontact	0.999105
6d	Structural noncontact	0.000391
6d	Structural noncontact	0.999936
6d	Structural noncontact	0.999008
6d	Structural noncontact	0.999703
6d	Structural noncontact	0.986401
6d	Structural noncontact	0.99995
6d	Structural noncontact	0.999941
6d	Structural noncontact	0.00187
6d	Structural noncontact	0.999214
6d	Structural noncontact	0.02091
6d	Structural noncontact	0.999731
6d	Structural noncontact	0.99993
6d	Structural noncontact	0.725538
6d	Structural noncontact	0.997303
6d	Structural noncontact	0.982497
6d	Structural noncontact	0.997071
6d	Structural noncontact	0.999879
6d	Structural noncontact	0.130866
6d	Structural noncontact	0.007686
6d	Structural noncontact	0.999677
6d	Structural noncontact	0.999785
6d	Structural noncontact	0.999945
6d	Structural noncontact	0.998214
6d	Structural noncontact	0.000643
6d	Structural noncontact	0.000161
6d	Structural noncontact	0.999058
6d	Structural noncontact	0.95551
6d	Structural noncontact	0.999886
6d	Structural noncontact	0.999696
6d	Structural noncontact	0.999454
6d	Structural noncontact	0.999942
6d	Structural noncontact	0.999943
6d	Structural noncontact	0.998816
6d	Structural noncontact	0.999907
6d	Structural noncontact	0.999864
6d	Structural noncontact	0.98721
6d	Structural noncontact	0.998537
6d	Structural noncontact	0.975879
6d	Structural noncontact	6e-05
6d	Structural noncontact	0.975384
6d	Structural noncontact	0.999935
6d	Structural noncontact	0.999893
6d	Structural noncontact	0.993904
6d	Structural noncontact	0.999736
6d	Structural noncontact	0.081431
6d	Structural noncontact	0.999925
6d	Structural noncontact	0.999938
6d	Structural noncontact	0.990171
6d	Structural noncontact	0.999945
6d	Structural noncontact	0.999939
6d	Structural noncontact	0.998666
6d	Structural noncontact	0.781191
6d	Structural noncontact	0.983589
6d	Structural noncontact	0.961154
6d	Structural noncontact	0.999847
6d	Structural noncontact	0.005231
6d	Structural noncontact	0.005676
6d	Structural noncontact	0.999812
6d	Structural noncontact	0.413379
6d	Structural noncontact	0.999926
6d	Structural noncontact	0.000286
6d	Structural noncontact	0.999935
6d	Structural noncontact	0.998697
6d	Structural noncontact	0.000707
6d	Structural noncontact	0.000882
6d	Structural noncontact	0.010203
6d	Structural noncontact	0.000189
6d	Structural noncontact	0.998098
6d	Structural noncontact	0.999153
6d	Structural noncontact	0.999596
6d	Structural noncontact	0.897753
6d	Structural noncontact	0.992628
6d	Structural noncontact	0.000365
6d	Structural noncontact	0.999921
6d	Structural noncontact	0.999328
6d	Structural noncontact	0.999871
6d	Structural noncontact	0.999924
6d	Structural noncontact	0.999859
6d	Structural noncontact	0.998576
6d	Structural noncontact	0.999915
6d	Structural noncontact	0.001992
6d	Structural noncontact	0.027209
6d	Structural noncontact	0.999718
6d	Structural noncontact	0.000615
6d	Structural noncontact	0.999885
6d	Structural noncontact	0.569755
6d	Structural noncontact	0.999329
6d	Structural noncontact	0.997293
6d	Structural noncontact	0.99739
